Latitude,Longitude,Organisation Legal Name,Activity Id,Activity/Program Name,Location Name,Location Full Address
-42.88259342,147.3238783,The Uniting Church in Australia Property Trust (Tas.),4-Z3AH4T,Financial Crisis and Material Aid - Emergency Relief,HBS Hobart,27 Watchorn Street Hobart TAS 7000
-42.97620781,147.3122033,The Uniting Church in Australia Property Trust (Tas.),4-Z3AH4T,Financial Crisis and Material Aid - Emergency Relief,Kingston,Block B 8 Hutchins Street Kingston TAS 7050
-37.6857305,144.9221,The Uniting Church in Australia Property Trust (Victoria),4-YT31D5,Financial Crisis and Material Aid - Emergency Relief,Lentara UnitingCare Broadmeadows,413 - 419 Camp Road Broadmeadows VIC 3047
-37.64770739,145.0589657,The Uniting Church in Australia Property Trust (Victoria),4-Z54WFZ,Settlement Grants,Uniting Church Property Trust Victoria and Tasmania on behalf of Kildonan,"188 McDonalds Road, EPPING VIC 3073"
-37.6857305,144.9221,The Uniting Church in Australia Property Trust (Victoria),4-Z8B7YJ,Financial Crisis and Material Aid - Emergency Relief,Lentara UnitingCare Broadmeadows,413 - 419 Camp Road Broadmeadows VIC 3047
-24.87073082,152.3241122,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-11TNATE,Problem Gambling,Bundaberg,3a River Terrace BUNDABERG QLD 4670
-28.02628589,153.4297542,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-11TNATE,Problem Gambling,Gold Coast,2741 Gold Coast Highway BROADBEACH QLD 4218
-25.28276878,152.8299116,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-11TNATE,Problem Gambling,Hervey Bay,94 Old Maryborough Road HERVEY BAY QLD 4655
-27.61816094,152.7610312,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-11TNATE,Problem Gambling,Ipswich,20 Roderick Street IPSWICH QLD 4305
-21.14726064,149.1817781,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-11TNATE,Problem Gambling,Mackay,287 Shakespeare Street MACKAY QLD 4740
-20.72692487,139.4924731,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-11TNATE,Problem Gambling,Mt Isa,79 Camooweal Street MT ISA QLD 4825
-19.29746717,146.7673292,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-11TNATE,Problem Gambling,Townsville,276-280 Ross River Road AITKENVALE QLD 4817
-24.87073082,152.3241122,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Bundaberg,3a River Terrace BUNDABERG QLD 4670
-27.07204542,152.9225582,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Caboolture,344 King Street CABOOLTURE QLD 4510
-16.93140263,145.7598971,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Cairns,188 Aumuller Street BUNGALOW QLD 4870
-27.52244172,153.1923077,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Capalaba,29 Loraine Street CAPALABA QLD 4157
-27.38706326,153.0304447,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Chermside,766 Gympie Road CHERMSIDE QLD 4032
-25.28276878,152.8299116,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Hervey Bay,94 Old Maryborough Road HERVEY BAY QLD 4655
-27.61816094,152.7610312,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Ipswich,20 Roderick Street IPSWICH QLD 4305
-26.5531064,151.8416169,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Kingaroy,1 Victoria Street KINGAROY QLD 4610
-27.63912258,153.1087279,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Logan,25 Ewing Road LOGAN CENTRAL QLD 4114
-21.14726064,149.1817781,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Mackay,287 Shakespeare Street MACKAY QLD 4740
-25.54147582,152.7008023,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Maryborough,Corner Alice and Bazaar Street MARYBOROUGH QLD 4650
-27.89040783,153.3114986,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Oxenford,Youth Centre 25 Leo Graham Road OXENFORD QLD 4210
-26.65148669,153.091207,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-1BZBFYL,Children and Parent Support Services,Sunshine Coast,37 Duporth Avenue MAROOCHYDORE QLD 4558
-24.87073082,152.3241122,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Bundaberg,3a River Terrace BUNDABERG QLD 4670
-16.93140263,145.7598971,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Cairns,188 Aumuller Street BUNGALOW QLD 4870
-23.35912721,150.5224735,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Fitzroy,229 Musgrave Street NORTH ROCKHAMPTON QLD 4701
-28.02628589,153.4297542,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Gold Coast,2741 Gold Coast Highway BROADBEACH QLD 4218
-25.28276878,152.8299116,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Hervey Bay,94 Old Maryborough Road HERVEY BAY QLD 4655
-27.61816094,152.7610312,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Ipswich,20 Roderick Street IPSWICH QLD 4305
-27.63912258,153.1087279,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Logan,25 Ewing Road LOGAN CENTRAL QLD 4114
-25.54147582,152.7008023,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Maryborough,Corner Alice and Bazaar Street MARYBOROUGH QLD 4650
-20.72692487,139.4924731,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Mt Isa,79 Camooweal Street MT ISA QLD 4825
-26.65148669,153.091207,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Sunshine Coast,37 Duporth Avenue MAROOCHYDORE QLD 4558
-27.55751926,151.950467,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Toowoomba,6 Royal Street TOOWOOMBA QLD 4350
-19.29746717,146.7673292,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YITK2I,Commonwealth Financial Counselling and Financial Capability,Townsville,276-280 Ross River Road AITKENVALE QLD 4817
-27.45771556,153.0315695,The Uniting Church of Australia Property Trust (Q) T/A as Uniting Care Community,4-YQX7KI,Financial Counselling Helpline,Fortitude Valley,117 Gipps Street FORTITUDE VALLEY QLD 4006
-27.45771556,153.0315695,THE UNITING CHURCH OF AUSTRALIA PROPERTY TRUST (Q)T/A AS WESLEY MISSION BRISBANE,4-11TNAH5,Financial Crisis and Material Aid - Emergency Relief,UnitingCare Community,"117 Gipps Street, FORTITUDE VALLEY QLD 4006"
-27.49899719,153.0044314,THE UNIVERSITY OF QUEENSLAND,4-ZN59NM,Capacity Building within Aged Care Services for the Delivery of High Quality Care,University of Queensland,"1 Union Road, ST LUCIA, BRISBANE QLD 4072"
-35.45835237,149.0948123,The Young Womens Christian Association of Canberra,4-YTNIPU,Financial Crisis and Material Aid - Emergency Relief,Lanyon Youth & Community Centre,22 Sydney Nolan St CONDER ACT 2906
-34.87299612,138.6023021,TIME FOR KIDS INCORPORATED,4-YTNJ36,Financial Crisis and Material Aid - Emergency Relief,Time for Kids Inc,"275 Main North Road, ENFIELD SA 5085"
-33.80037134,151.1096051,TOGETHER FOR HUMANITY FOUNDATION LTD,4-1055C2I,Diversity and Social Cohesion,Together For Humanity Foundation,"A Block, 3A Smalls Road, RYDE NSW 2112"
-32.73695214,152.1076075,TOMAREE NEIGHBOURHOOD CENTRE INC,4-YTVQAB,Financial Crisis and Material Aid - Emergency Relief,Tomaree Neighbourhood Centre Inc,"Town Centre Cct, SALAMANDER BAY NSW 2317"
-27.56795587,151.9562176,Toowoomba and District Youth Service Inc.,4-YTYY07,Financial Crisis and Material Aid - Emergency Relief,Toowoomba Youth Service,201 Hume Street TOOWOOMBA QLD 4350
-26.39758187,153.0441667,Toowoomba and District Youth Service Inc.,4-YTYY07,Financial Crisis and Material Aid - Emergency Relief,United Synergies,14 Ernest St TEWANTIN QLD 4565
-12.459814,130.840794,TOP END ASSOCIATION FOR MENTAL HEALTH INC.,4-YYX09M,"Community Mental Health, Early Intervention for Children, Young People and their Families",T.E.A.M Health,"Level 5, 62 Cavenagh St, DARWIN NT 0800"
-19.26380907,146.7755743,TOWNSVILLE ABORIGINAL AND TORRES STRAIT ISLANDER CORPORATION FOR HEALTH SERVICES,4-YU26CT,Financial Crisis and Material Aid - Emergency Relief,Townsville Aboriginal and Torres Strait Islander Corporation for Health Services,"57 Gordon Street, GARBUTT QLD 4814"
-19.26021104,146.8144358,TOWNSVILLE COMMUNITY LEGAL SERVICE INC,4-YBY266,Commonwealth Financial Counselling and Financial Capability,Townsville Community Legal Service Inc,"Unit 2 181 Sturt Street, TOWNSVILLE QLD 4810"
-19.29004109,146.7965996,Townsville Intercultural Centre Ltd,4-Z15NJC,Settlement Grants,Settlement Services,Shop 2 276 Charters Towers Rd HERMIT PARK QLD 4812
-19.2929353,146.7919024,Townsville Multicultural Support Group Inc,4-YYRCLS,Settlement Grants,Settlement Services TMSG,"Lot 14, 39-75 Ross River Rd MUNDINGBURRA QLD 4812"
-38.1996994,146.5381208,TRARALGON NEIGHBOURHOOD LEARNING HOUSE INC,4-XAAYSV,Community Development and Participation Grants,Traralgon Neighbourhood Learning House,"25 Queens Parade, TRARALGON VIC 3844"
-38.19852954,146.5326401,TRARALGON NEIGHBOURHOOD LEARNING HOUSE INC,4-XAAYSV,Community Development and Participation Grants,Traralgon Neighbourhood Learning House Inc,"Kath Teychenne Centre, 11-13 Breed Street, TRARALGON VIC 3844"
-33.75000216,150.6853167,TRI COMMUNITY EXCHANGE INC,4-1031UZB,Volunteer Management Program,TRI Community Exchange Inc,"688 High Street, PENRITH NSW 2750"
-33.75000216,150.6853167,TRI COMMUNITY EXCHANGE INC,4-1031VB7,Volunteer Management Program,TRI Community Exchange Inc,"688 High Street, PENRITH NSW 2750"
-33.75000216,150.6853167,TRI COMMUNITY EXCHANGE INC,4-1033HV8,Volunteer Management Program,TRI Community Exchange Inc,"688 High Street, PENRITH NSW 2750"
-35.34034657,149.1457319,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA & GOULBURN,4-102VKR8,"Community Mental Health, Early Intervention for Children, Young People and their Families",Marymead Child and Family Centre,"255 Goyder Street, NARRABUNDAH ACT 2604"
-35.33869336,149.1476167,TRUSTEES OF THE ROMAN CATHOLIC CHURCH FOR THE ARCHDIOCESE OF CANBERRA & GOULBURN,4-Z2X46S,Children and Parent Support Services,Marymead Child and Family Centre,"1 Goyder Street, NARRABUNDAH ACT 2604"
-17.93715929,145.9229231,TULLY SUPPORT CENTRE INC,4-YU26P2,Financial Crisis and Material Aid - Emergency Relief,Tully Support Centre Inc,"54 Bryant Street, TULLY QLD 4854"
-35.3026824,148.2192566,TUMUT & DISTRICT NEIGHBOURHOOD CENTRE INC,4-YUF52E,Financial Crisis and Material Aid - Emergency Relief,Tumut & District Neighbourhood Centre Inc,"173 Wynyard St, TUMUT NSW 2720"
-33.74607553,150.6243924,UCA - GATEWAY FAMILY SERVICES,4-1OLQ8A4,Children and Parent Support Services,UCA - Gateway Family Services,"70 Old Bathurst Rd, BLAXLAND NSW 2774"
-34.59930979,138.7464209,UCare Gawler Inc,4-YUHYNW,Financial Crisis and Material Aid - Emergency Relief,UCare Gawler,10 Tod St GAWLER SA 5118
-29.00152885,134.762213,UMOONA AGED CARE ABORIGINAL CORPORATION,4-Z32L1H,Support to Services for Aboriginal and Torres Strait Islander People and Remote Australians,Umoona Aged Care Aboriginal Corp,"Lot 89 Hospital Road, COOBER PEDY SA 5723"
-29.00152885,134.762213,UMOONA AGED CARE ABORIGINAL CORPORATION,4-ZPBS82,Capital Infrastructure and Support,Umoona Aged Care Aboriginal Corp,"Lot 89 Hospital Road, COOBER PEDY SA 5723"
-26.39758187,153.0441667,UNITED SYNERGIES LTD,4-1NF9XS0,Financial Crisis and Material Aid - Emergency Relief,United Synergies - Sunshine Coast,"12-14 Ernest Street, TEWANTIN QLD 4565"
-26.39758187,153.0441667,UNITED SYNERGIES LTD,4-1NF9XS0,Financial Crisis and Material Aid - Emergency Relief,United Synergies - Sunshine Coast Administration,"12-14 Ernest Street, TEWANTIN QLD 4565"
-27.56795587,151.9562176,UNITED SYNERGIES LTD,4-1NF9XS0,Financial Crisis and Material Aid - Emergency Relief,United Synergies - Toowoomba,"201 Hume Street, TOOWOOMBA CITY QLD 4350"
-26.39758187,153.0441667,UNITED SYNERGIES LTD,4-1OMJ87X,Children and Parent Support Services,United Synergies,"12-14 Ernest Street, TEWANTIN QLD 4565"
-37.56287428,143.8640448,UNITED WAY BALLARAT INC.,4-1033I6A,Volunteer Management Program,United Way Ballarat Inc.,"Unit 4, 92-94 Bridge Mall, BALLARAT VIC 3350"
-20.73418,116.84269,Uniting Church in Australia - Frontier Services,4-YZUQ5P,Settlement Grants,Karratha Community Migrant Service,4/7 Morse Court KARRATHA WA 6714
-20.41165338,118.6019526,Uniting Church in Australia - Frontier Services,4-YZUQ5P,Settlement Grants,Port Hedland Community Migrant Service,12/2A Lot 5812 Leake Street SOUTH HEDLAND WA 6722
-34.92069384,138.6414237,Uniting Communities,4-YYF2M8,Financial Crisis and Material Aid - Emergency Relief,Beulah Park,Crn Portrush Rd & The Parade BEULAH PARK SA 5067
-34.76680522,138.6457683,Uniting in Care Salisbury Incorporated,4-YUK6WN,Financial Crisis and Material Aid - Emergency Relief,Salisbury,1 Brown Terrace Salisbury SA 5108
-30.27931568,153.1255614,UNITINGCARE NSW .ACT,4-Z2GZYE,Children and Parent Support Services,UnitingCare NSW.ACT,"Suite 2, Level 2, Gateway House, Mastracolas Road, COFFS HARBOUR NSW 2450"
-34.92810815,138.5974401,UNITINGCARE WESLEY ADELAIDE INCORPORATED,4-YZ5QDB,"Community Mental Health, Early Intervention for Children, Young People and their Families",UnitingCare Wesley Adelaide Inc,"10 PITT STREET, ADELAIDE SA 5000"
-34.90278751,138.5809172,UnitingCare Wesley Bowden Inc,4-YZT17Z,"Community Mental Health, Early Intervention for Children, Young People and their Families",UCWB Bowden (FMHSS),77 Gibson street BOWDEN SA 5008
-33.96423918,137.7156639,UnitingCare Wesley Country SA Incorporated,4-YR17AO,Problem Gambling,UCWCSA Kadina,8 Digby Street Kadina SA 5554
-33.17662832,138.0079897,UnitingCare Wesley Country SA Incorporated,4-YR17AO,Problem Gambling,UCWCSA Port Pirie,60 Florence Street Port Pirie SA 5540
-34.46982455,138.9959245,UnitingCare Wesley Country SA Incorporated,4-YYI45M,Financial Crisis and Material Aid - Emergency Relief,LCC Barossa Valley,26 Second Street NURIOOPTA SA 5355
-34.3390974,138.91562,UnitingCare Wesley Country SA Incorporated,4-YYI45M,Financial Crisis and Material Aid - Emergency Relief,UC Kapunda,Uniting Church Church Street Kapunda SA 5373
-33.96423918,137.7156639,UnitingCare Wesley Country SA Incorporated,4-YYI45M,Financial Crisis and Material Aid - Emergency Relief,UCWCSA Kadina,8 Digby Street Kadina SA 5554
-32.97368,138.837205,UnitingCare Wesley Country SA Incorporated,4-YYI45M,Financial Crisis and Material Aid - Emergency Relief,UCWCSA Peterborough,205 Main North Road Peterborough SA 5422
-33.17662832,138.0079897,UnitingCare Wesley Country SA Incorporated,4-YYI45M,Financial Crisis and Material Aid - Emergency Relief,UCWCSA Port Pirie,60 Florence Street Port Pirie SA 5540
-32.49805179,137.7699611,UnitingCare Wesley Country SA Incorporated,4-YYI45M,Financial Crisis and Material Aid - Emergency Relief,UCWCSA Stirling Road,36 Stirling Road Port Augusta SA 5700
-34.46982455,138.9959245,UnitingCare Wesley Country SA Incorporated,4-YYKCCL,Financial Crisis and Material Aid - Emergency Relief,LCC Barossa Valley,26 Second Street NURIOOPTA SA 5355
-34.3390974,138.91562,UnitingCare Wesley Country SA Incorporated,4-YYKCCL,Financial Crisis and Material Aid - Emergency Relief,UC Kapunda,Uniting Church Church Street Kapunda SA 5373
-33.96423918,137.7156639,UnitingCare Wesley Country SA Incorporated,4-YYKCCL,Financial Crisis and Material Aid - Emergency Relief,UCWCSA Kadina,8 Digby Street Kadina SA 5554
-32.97368,138.837205,UnitingCare Wesley Country SA Incorporated,4-YYKCCL,Financial Crisis and Material Aid - Emergency Relief,UCWCSA Peterborough,205 Main North Road Peterborough SA 5422
-33.17662832,138.0079897,UnitingCare Wesley Country SA Incorporated,4-YYKCCL,Financial Crisis and Material Aid - Emergency Relief,UCWCSA Port Pirie,60 Florence Street Port Pirie SA 5540
-32.49805179,137.7699611,UnitingCare Wesley Country SA Incorporated,4-YYKCCL,Financial Crisis and Material Aid - Emergency Relief,UCWCSA Stirling Road,36 Stirling Road Port Augusta SA 5700
